pv,frame_interval_sec
13ARV240:image1:ArrayData,0.02326488494873047
13ARV240:image1:ArrayData,0.12183880805969238
13ARV240:image1:ArrayData,0.09941673278808594
13ARV240:image1:ArrayData,0.09915685653686523
13ARV240:image1:ArrayData,0.0794377326965332
13ARV240:image1:ArrayData,0.11311483383178711
13ARV240:image1:ArrayData,0.10062146186828613
13ARV240:image1:ArrayData,0.09990072250366211
13ARV240:image1:ArrayData,0.09966039657592773
13ARV240:image1:ArrayData,0.10022330284118652
13ARV240:image1:ArrayData,0.10014915466308594
13ARV240:image1:ArrayData,0.09988117218017578
13ARV240:image1:ArrayData,0.0844569206237793
13ARV240:image1:ArrayData,0.10538363456726074
13ARV240:image1:ArrayData,0.09623336791992188
13ARV240:image1:ArrayData,0.10594820976257324
13ARV240:image1:ArrayData,0.09388995170593262
13ARV240:image1:ArrayData,0.10237860679626465
13ARV240:image1:ArrayData,0.09967827796936035
13ARV240:image1:ArrayData,0.101531982421875
13ARV240:image1:ArrayData,0.11151123046875
13ARV240:image1:ArrayData,0.08372735977172852
13ARV240:image1:ArrayData,0.09993839263916016
13ARV240:image1:ArrayData,0.09827303886413574
13ARV240:image1:ArrayData,0.11901092529296875
13ARV240:image1:ArrayData,0.08545422554016113
13ARV240:image1:ArrayData,0.10135483741760254
13ARV240:image1:ArrayData,0.0948953628540039
13ARV240:image1:ArrayData,0.10026979446411133
13ARV240:image1:ArrayData,0.10683393478393555
13ARV240:image1:ArrayData,0.09423613548278809
13ARV240:image1:ArrayData,0.09964823722839355
13ARV240:image1:ArrayData,0.1177058219909668
13ARV240:image1:ArrayData,0.08807897567749023
13ARV240:image1:ArrayData,0.09644889831542969
13ARV240:image1:ArrayData,0.09784722328186035
13ARV240:image1:ArrayData,0.10655069351196289
13ARV240:image1:ArrayData,0.10861635208129883
13ARV240:image1:ArrayData,0.08799958229064941
13ARV240:image1:ArrayData,0.09724068641662598
13ARV240:image1:ArrayData,0.10838699340820312
13ARV240:image1:ArrayData,0.09469270706176758
13ARV240:image1:ArrayData,0.09806227684020996
13ARV240:image1:ArrayData,0.10041117668151855
13ARV240:image1:ArrayData,0.09837698936462402
13ARV240:image1:ArrayData,0.09972500801086426
13ARV240:image1:ArrayData,0.1181182861328125
13ARV240:image1:ArrayData,0.08976578712463379
13ARV240:image1:ArrayData,0.1016240119934082
13ARV240:image1:ArrayData,0.10057711601257324
13ARV240:image1:ArrayData,0.10822033882141113
13ARV240:image1:ArrayData,0.08790922164916992
13ARV240:image1:ArrayData,0.0957033634185791
13ARV240:image1:ArrayData,0.1201019287109375
13ARV240:image1:ArrayData,0.10217618942260742
13ARV240:image1:ArrayData,0.07841992378234863
13ARV240:image1:ArrayData,0.1070408821105957
13ARV240:image1:ArrayData,0.09646725654602051
13ARV240:image1:ArrayData,0.09868025779724121
13ARV240:image1:ArrayData,0.10106444358825684
13ARV240:image1:ArrayData,0.10719728469848633
13ARV240:image1:ArrayData,0.09493422508239746
13ARV240:image1:ArrayData,0.0978081226348877
13ARV240:image1:ArrayData,0.10472393035888672
13ARV240:image1:ArrayData,0.10932636260986328
13ARV240:image1:ArrayData,0.0997164249420166
13ARV240:image1:ArrayData,0.10032010078430176
13ARV240:image1:ArrayData,0.08613133430480957
13ARV240:image1:ArrayData,0.09994316101074219
13ARV240:image1:ArrayData,0.1041555404663086
13ARV240:image1:ArrayData,0.10225272178649902
13ARV240:image1:ArrayData,0.10065364837646484
13ARV240:image1:ArrayData,0.09627699851989746
13ARV240:image1:ArrayData,0.10080528259277344
13ARV240:image1:ArrayData,0.10786628723144531
13ARV240:image1:ArrayData,0.10225605964660645
13ARV240:image1:ArrayData,0.10008835792541504
13ARV240:image1:ArrayData,0.09908747673034668
13ARV240:image1:ArrayData,0.1000056266784668
13ARV240:image1:ArrayData,0.09378981590270996
13ARV240:image1:ArrayData,0.10726165771484375
13ARV240:image1:ArrayData,0.10036635398864746
13ARV240:image1:ArrayData,0.09983658790588379
13ARV240:image1:ArrayData,0.09804296493530273
13ARV240:image1:ArrayData,0.10210466384887695
13ARV240:image1:ArrayData,0.0999152660369873
13ARV240:image1:ArrayData,0.1000211238861084
13ARV240:image1:ArrayData,0.09949445724487305
13ARV240:image1:ArrayData,0.10544943809509277
13ARV240:image1:ArrayData,0.08669137954711914
13ARV240:image1:ArrayData,0.10348105430603027
13ARV240:image1:ArrayData,0.10164022445678711
13ARV240:image1:ArrayData,0.10664248466491699
13ARV240:image1:ArrayData,0.07968831062316895
13ARV240:image1:ArrayData,0.11064958572387695
13ARV240:image1:ArrayData,0.09667015075683594
13ARV240:image1:ArrayData,0.10259771347045898
13ARV240:image1:ArrayData,0.09344315528869629
13ARV240:image1:ArrayData,0.09658312797546387
13ARV240:image1:ArrayData,0.10005807876586914
13ARV240:image1:ArrayData,0.11246323585510254
13ARV240:image1:ArrayData,0.0881805419921875
13ARV240:image1:ArrayData,0.10406827926635742
13ARV240:image1:ArrayData,0.10178828239440918
13ARV240:image1:ArrayData,0.11299967765808105
13ARV240:image1:ArrayData,0.10175752639770508
13ARV240:image1:ArrayData,0.08375692367553711
13ARV240:image1:ArrayData,0.09981417655944824
13ARV240:image1:ArrayData,0.09578204154968262
13ARV240:image1:ArrayData,0.10069656372070312
13ARV240:image1:ArrayData,0.1059567928314209
13ARV240:image1:ArrayData,0.09950971603393555
13ARV240:image1:ArrayData,0.11270976066589355
13ARV240:image1:ArrayData,0.08642411231994629
13ARV240:image1:ArrayData,0.11442303657531738
13ARV240:image1:ArrayData,0.08153581619262695
13ARV240:image1:ArrayData,0.1001589298248291
13ARV240:image1:ArrayData,0.1090543270111084
13ARV240:image1:ArrayData,0.09425044059753418
13ARV240:image1:ArrayData,0.10478878021240234
13ARV240:image1:ArrayData,0.09311842918395996
13ARV240:image1:ArrayData,0.10118341445922852
13ARV240:image1:ArrayData,0.09908795356750488
13ARV240:image1:ArrayData,0.09967756271362305
13ARV240:image1:ArrayData,0.09883546829223633
13ARV240:image1:ArrayData,0.11339020729064941
13ARV240:image1:ArrayData,0.1037740707397461
13ARV240:image1:ArrayData,0.08655405044555664
13ARV240:image1:ArrayData,0.11497235298156738
13ARV240:image1:ArrayData,0.08164429664611816
13ARV240:image1:ArrayData,0.1169283390045166
13ARV240:image1:ArrayData,0.10123062133789062
13ARV240:image1:ArrayData,0.09867143630981445
13ARV240:image1:ArrayData,0.09893131256103516
13ARV240:image1:ArrayData,0.09929823875427246
13ARV240:image1:ArrayData,0.10329484939575195
13ARV240:image1:ArrayData,0.09948492050170898
13ARV240:image1:ArrayData,0.08696436882019043
13ARV240:image1:ArrayData,0.11354470252990723
13ARV240:image1:ArrayData,0.10029768943786621
13ARV240:image1:ArrayData,0.09938883781433105
13ARV240:image1:ArrayData,0.09944415092468262
13ARV240:image1:ArrayData,0.1011190414428711
13ARV240:image1:ArrayData,0.09763789176940918
13ARV240:image1:ArrayData,0.10310769081115723
13ARV240:image1:ArrayData,0.09964442253112793
13ARV240:image1:ArrayData,0.09941434860229492
13ARV240:image1:ArrayData,0.10011768341064453
13ARV240:image1:ArrayData,0.09970450401306152
13ARV240:image1:ArrayData,0.10127544403076172
13ARV240:image1:ArrayData,0.09439539909362793
13ARV240:image1:ArrayData,0.09501433372497559
13ARV240:image1:ArrayData,0.09942936897277832
13ARV240:image1:ArrayData,0.09743499755859375
13ARV240:image1:ArrayData,0.11368989944458008
13ARV240:image1:ArrayData,0.08701491355895996
13ARV240:image1:ArrayData,0.10155224800109863
13ARV240:image1:ArrayData,0.10932230949401855
